Serial,Book Name,Author Name,Ratings
7963,"The Nine Tailors (Lord Peter Wimsey, #9)",Dorothy L. Sayers, 4.02
7964,The Loved One,Evelyn Waugh, 3.77
7965,خواطر ٢,أحمد الشقيري, 4.08
7966,"The Crown of Embers (Fire and Thorns, #2)",Rae Carson, 4.18
7967,"Soul Eater, Vol. 1 (Soul Eater, #1)",Atsushi Ohkubo, 4.31
7968,La Nuit des temps,René Barjavel, 4.09
7969,The Quirky Tale of April Hale,Cathy Octo, 4.11
7970,"The Beast Within (Blindfold, Inc., #1)",Liz  Cowan, 3.93
7971,Dying to Give,Gary B. Shelly, 4.28
7972,The Wicked Deep,Shea Ernshaw, 3.85
7973,The Names They Gave Us,Emery Lord, 4.10
7974,Das Kapital,Karl Marx, 3.88
7975,"The Dancers at the End of Time (Eternal Champion, #10)",Michael Moorcock, 3.90
7976,"Test of the Twins (Dragonlance: Legends, #3)",Margaret Weis, 4.19
7977,If Angels Burn (Darkyn #1),Lynn Viehl, 3.78
7978,"Grave Sight (Harper Connelly, #1)",Charlaine Harris, 3.86
7979,"Blindsight (Firefall, #1)",Peter Watts, 4.01
7980,A Fortunate Life,Albert B. Facey, 4.20
7981,"The Adversary (Saga of Pliocene Exile, #4)",Julian  May, 4.23
7982,"The Gates of Rome (Emperor, #1)",Conn Iggulden, 4.16
7983,Swamplandia!,Karen Russell, 3.28
7984,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",Sheldon Vanauken, 4.20
7985,Todos los fuegos el fuego,Julio Cortázar, 4.31
7986,Murphy,Samuel Beckett, 3.84
7987,"Anew (The Archers of Avalon, #1)",Chelsea Fine, 3.91
7988,Sister Outsider: Essays and Speeches,Audre Lorde, 4.49
7989,Kurt Vonnegut's Cat's Cradle,Harold Bloom, 4.35
7990,Sculpting in Time,Andrei Tarkovsky, 4.51
7991,"An Evil Mind (Robert Hunter, #6)",Chris Carter, 4.51
7992,Pather Panchali: Song of the Road,Bibhutibhushan Bandyopadhyay, 4.58
7993,"Fear Me (Broken Love, #1)",B.B. Reid, 3.91
7994,The Little Mermaid,Hans Christian Andersen, 3.97
7995,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow, 3.94
7996,"Autumn (Seasonal, #1)",Ali Smith, 3.70
7997,Discourses and Selected Writings,Epictetus, 4.43
7998,"Love, Life, and the List (Love, Life, and the List, #1)",Kasie West, 3.81
7999,How to Stop Time,Matt Haig, 3.86
8000,Voluntary Madness,Vicki Hendricks, 3.25
8001,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz, 3.79
8002,Mourning Grey: Part Two: The Guardians Of The Temple Saga,Marie Montine, 4.34
8003,"Tandia (The Power of One, #2)",Bryce Courtenay, 4.07
8004,A Song for Arbonne,Guy Gavriel Kay, 4.21
8005,"The Hot Kid (Carl Webster, #1)",Elmore Leonard, 3.77
8006,"The Murders in the Rue Morgue: The Dupin Tales (C. Auguste Dupin, #1-3)",Edgar Allan Poe, 3.83
8007,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket, 3.74
8008,The Nick Adams Stories,Ernest Hemingway, 4.04
8009,"On the Prowl (Alpha & Omega, #0.5)",Patricia Briggs, 4.03
8010,Asterios Polyp,David Mazzucchelli, 4.20
8011,The Book of Lies,Aleister Crowley, 3.78
8012,Autumn in Paris,Ilana Tan, 4.10
8013,Backlash: The Undeclared War Against American Women,Susan Faludi, 4.02
8014,Seeing Redd,Frank Beddor, 3.85
8015,20th Century Ghosts,Joe Hill, 3.95
8016,"Endless Magic (Star-Crossed, #4)",Rachel Higginson, 4.33
8017,"A Fall of Water (Elemental Mysteries, #4)",Elizabeth   Hunter, 4.35
8018,The Art of Dreaming,Carlos Castaneda, 3.94
8019,"The High Queen (The Mists of Avalon, #2)",Marion Zimmer Bradley, 4.14
8020,"Horizon (The Soul Seekers, #4)",Alyson Noel, 4.04
8021,Every Last One,Anna Quindlen, 3.86
8022,حكايات فرغلي المستكاوي,حسن الجندي, 3.56
8023,The Prize,Julie Garwood, 4.22
8024,"SAMPLER ONLY: Catching Fire (The Hunger Games, #2)",Suzanne Collins, 4.50
8025,The Doll,Bolesław Prus, 3.83
8026,"Many Waters (Time Quintet, #4)",Madeleine L'Engle, 3.96
8027,The Little Vampire,Angela Sommer-Bodenburg, 4.06
8028,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan, 4.15
8029,Cry to Heaven,Anne Rice, 3.86
8030,La Part de l'autre,Éric-Emmanuel Schmitt, 4.16
8031,H.M.S. Surprise (Aubrey & Maturin #3),Patrick O'Brian, 4.42
8032,At Play in the Fields of the Lord,Peter Matthiessen, 4.03
8033,"Worth Dying For (Jack Reacher, #15)",Lee Child, 4.21
8034,Dr. Franklin's Island,Ann Halam, 3.93
8035,"Code (Virals, #3)",Kathy Reichs, 4.24
8036,"The Land (Logans, #1)",Mildred D. Taylor, 4.17
8037,"Taunting Destiny (The Fae Chronicles, #2)",Amelia Hutchins, 4.33
8038,Salomé,Oscar Wilde, 3.67
8039,"Cinder & Ella (Cinder & Ella, #1)",Kelly Oram, 4.26
8040,"Tattered on My Sleeve (Lost Kings MC, #4)",Autumn Jones Lake, 4.35
8041,"Nerilka's Story (Pern, #8)",Anne McCaffrey, 3.82
8042,"Rapture of the Deep: Being an Account of the Further Adventures of Jacky Faber, Soldier, Sailor, Mermaid, Spy (Bloody Jack, #7)",L.A. Meyer, 4.26
8043,"Raising Dragons (Dragons in Our Midst, #1)",Bryan Davis, 3.84
8044,"Running with the Demon (Word & Void, #1)",Terry Brooks, 3.97
8045,"MeruPuri, Vol. 1 (MeruPuri, #1)",Matsuri Hino, 4.11
8046,The Complete Short Novels,Anton Chekhov, 4.47
8047,"Eye of the Oracle (Oracles of Fire, #1)",Bryan Davis, 4.11
8048,"Crown of Crystal Flame (Tairen Soul, #5)",C.L. Wilson, 4.38
8049,Close to Famous,Joan Bauer, 4.03
8050,Aylak Adam,Yusuf Atılgan, 4.28
8051,"Everbound (Everneath, #2)",Brodi Ashton, 4.05
8052,"Archangel's Blade (Guild Hunter, #4)",Nalini Singh, 4.25
8053,The Maze Runner Series  (The Maze Runner #0.4-3),James Dashner, 4.23
8054,Black Ice,Becca Fitzpatrick, 3.88
8055,"Gathering Darkness (Falling Kingdoms, #3)",Morgan Rhodes, 4.24
8056,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson, 4.11
8057,"Sorcerer to the Crown (Sorcerer Royal, #1)",Zen Cho, 3.74
8058,The Last Dragon,Silvana De Mari, 4.02
8059,Tales of Edgar Allan Poe,Edgar Allan Poe, 4.25
8060,The School for Scandal,Richard Brinsley Sheridan, 3.59
8061,"Through the Dark (The Darkest Minds, #1.5, #2.5, #3.5)",Alexandra Bracken, 4.29
8062,The Conquest of Bread,Pyotr Kropotkin, 4.11
8063,"The Vanishing Stair (Truly Devious, #2)",Maureen Johnson, 4.22
8064,"Hideaway (Devil's Night, #2)",Penelope Douglas, 4.12
8065,Star of the Sea,Joseph O'Connor, 3.80
8066,"Paradise Lost (Private, #9)",Kate Brian, 4.06
8067,Shadow Country,Peter Matthiessen, 4.06
8068,"The Wake of the Lorelei Lee: Being an Account of the Adventures of Jacky Faber, on her Way to Botany Bay (Bloody Jack, #8)",L.A. Meyer, 4.25
8069,الفوائد,Ibn Qayyim al-Jawziyya, 4.51
8070,The Named,Marianne Curley, 4.06
8071,The Music of Chance,Paul Auster, 3.91
8072,"Ultima noapte de dragoste, întâia noapte de război",Camil Petrescu, 3.61
8073,"On the Edge of the Dark Sea of Darkness (The Wingfeather Saga, #1)",Andrew       Peterson, 4.31
8074,On the Shortness of Life,Seneca, 4.18
8075,Under Locke,Mariana Zapata, 4.03
8076,"From Baghdad, With Love: A Marine, the War, and a Dog Named Lava (Lava #1)",Jay Kopelman, 4.10
8077,Freedom or Death,Nikos Kazantzakis, 4.23
8078,The Shadow of the Sun,Ryszard Kapuściński, 4.39
8079,"Jerusalén (Caballo de Troya, #1)",J.J. Benítez, 3.99
8080,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg, 3.94
8081,"Fantastic Beasts - The Crimes of Grindelwald: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #2)",J.K. Rowling, 4.07
8082,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco, 4.30
8083,Montana Sky,Nora Roberts, 4.08
8084,"Tattoo (Tattoo, #1)",Jennifer Lynn Barnes, 3.56
8085,"Perfect Cover (The Squad, #1)",Jennifer Lynn Barnes, 3.84
8086,Demigods and Monsters: Your Favorite Authors on Rick Riordan's Percy Jackson and the Olympians Series,Rick Riordan, 3.87
8087,"SilverFin (Young Bond, #1)",Charlie Higson, 3.83
8088,"Love That Dog (Jack, #1)",Sharon Creech, 4.02
8089,Fables,Jean de La Fontaine, 4.04
8090,Mr. Midshipman Hornblower,C.S. Forester, 4.16
8091,"The Faerie Path (Faerie Path, #1)",Allan Frewin Jones, 3.60
8092,"Waking the Witch (Women of the Otherworld, #11)",Kelley Armstrong, 4.17
8093,"Dragon's Oath (House of Night Novellas, #1)",P.C. Cast, 4.07
8094,La fille de papier,Guillaume Musso, 4.00
8095,Once...,James Herbert, 3.75
8096,The Law of Attraction: The Basics of the Teachings of Abraham,Esther Hicks, 4.07
8097,"Bone, Vol. 2: The Great Cow Race (Bone, #2)",Jeff Smith, 4.29
8098,Lyrical Ballads,William Wordsworth, 3.95
8099,"Rock Chick Renegade (Rock Chick, #4)",Kristen Ashley, 4.45
8100,"Mees, kes teadis ussisõnu",Andrus Kivirähk, 4.20
8101,Does My Head Look Big in This?,Randa Abdel-Fattah, 3.66
8102,The Orenda,Joseph Boyden, 4.22
8103,"Goddess of Light (Goddess Summoning, #3)",P.C. Cast, 4.04
8104,Inside His Head: The Assistant Mini Book,Elle Brace, 4.15
8105,Be Still and Listen: Experience the Presence of God in Your Life,Amos Smith, 4.36
8106,"Capturing the Devil (Stalking Jack the Ripper, #4)",Kerri Maniscalco, 4.24
8107,"Talking to Dragons (Enchanted Forest Chronicles, #4)",Patricia C. Wrede, 4.19
8108,"The Witches of Karres (The Witches of Karres, #1)",James H. Schmitz, 4.16
8109,Falling Man,Don DeLillo, 3.29
8110,"Mississippi Jack: Being an Account of the Further Waterborne Adventures of Jacky Faber, Midshipman, Fine Lady, and Lily of the West (Bloody Jack, #5)",L.A. Meyer, 4.20
8111,Mother of Pearl,Melinda Haynes, 3.69
8112,Of Love and Shadows,Isabel Allende, 3.98
8113,The Mezzanine,Nicholson Baker, 3.83
8114,"The Goddess Hunt (Goddess Test, #1.5)",Aimee Carter, 3.80
8115,Physics of the Impossible,Michio Kaku, 4.07
8116,Diwan e Ghalib / دیوان غالب,Mirza Asadullah Khan Ghalib, 4.43
8117,"Ένα παιδί μετράει τ' άστρα (Τετραλογία του Μέλιου, #2)",Menelaos Lountemis, 4.29
8118,"Dominic (Slater Brothers, #1)",L.A. Casey, 4.01
8119,The Good Woman of Setzuan,Bertolt Brecht, 3.68
8120,"The Finisher (Vega Jane, #1)",David Baldacci, 3.82
8121,"The Empty City (Survivors, #1)",Erin Hunter, 4.05
8122,Bonfire,Krysten Ritter, 3.57
8123,Dear Edward,Ann Napolitano, 4.10
8124,My Secret: A PostSecret Book,Frank Warren, 4.34
8125,The Rise of Scourge,Erin Hunter, 4.30
8126,"The Light (Morpheus Road, #1)",D.J. MacHale, 3.98
8127,"Venom (Elemental Assassin, #3)",Jennifer Estep, 4.16
8128,Pădurea spânzuraţilor,Liviu Rebreanu, 4.02
8129,"Astonishing X-Men, Volume 1: Gifted",Joss Whedon, 4.19
8130,Victory,Joseph Conrad, 3.85
8131,An Enemy of the People,Henrik Ibsen, 3.82
8132,The Lion in Winter,James Goldman, 4.22
8133,"The Earth, My Butt, and Other Big Round Things (Virginia Shreves, #1)",Carolyn Mackler, 3.78
8134,"Claimed (Brides of the Kindred, #1)",Evangeline Anderson, 3.77
8135,Lips Touch: Three Times,Laini Taylor, 3.89
8136,The Wright Brothers,David McCullough, 4.11
8137,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin, 4.28
8138,Going Gone,Abraham Lopez, 4.10
8139,"The Forgotten (John Puller, #2)",David Baldacci, 4.12
8140,The Mothers,Brit Bennett, 3.89
8141,Martian Time-Slip,Philip K. Dick, 3.76
8142,Broken April,Ismail Kadare, 4.03
8143,"Violets Are Blue (Alex Cross, #7)",James Patterson, 3.97
8144,Alaska,James A. Michener, 4.13
8145,Light on Snow,Anita Shreve, 3.60
8146,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,Dick Winters, 4.27
8147,"Waking Up Married (Waking Up, #1)",Mira Lyn Kelly, 3.53
8148,Miss Julie,August Strindberg, 3.47
8149,"Dead Simple (Roy Grace, #1)",Peter James, 4.05
8150,"Bad for You (Sea Breeze, #7)",Abbi Glines, 4.28
8151,Chasing Redbird,Sharon Creech, 4.09
8152,"Sweet Hope (Sweet Home, #3; Carillo Boys, #2)",Tillie Cole, 4.51
8153,"Auggie & Me: Three Wonder Stories (Wonder #1.5, 1.6, 1.7)",R.J. Palacio, 4.32
8154,"The Dwarves (The Dwarves, #1)",Markus Heitz, 3.95
8155,Under Rose-Tainted Skies,Louise Gornall, 4.01
8156,"Before (After, #5)",Anna Todd, 3.80
8157,Fault Lines,Nancy Huston, 3.75
8158,The Center of Everything,Laura Moriarty, 3.67
8159,The Children of Men,P.D. James, 3.69
8160,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore, 4.19
8161,The Wild Girls,Pat Murphy, 4.16
8162,Billiards at Half-Past Nine,Heinrich Böll, 3.92
8163,The Society of the Spectacle,Guy Debord, 4.03
8164,Summa Theologica,Thomas Aquinas, 4.13
8165,"Eden (Providence, #3)",Jamie McGuire, 4.15
8166,The Winter's Tale,William Shakespeare, 3.70
8167,"If You Were Mine (San Francisco Sullivans, #5; The Sullivans, #5)",Bella Andre, 4.25
8168,"Taste of Darkness (Healer, #3)",Maria V. Snyder, 4.08
8169,"Promise of Blood (Powder Mage, #1)",Brian  McClellan, 4.10
8170,"The Son (Divergent, #0.3)",Veronica Roth, 4.08
8171,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James Islington, 4.14
8172,The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke, 4.38
8173,Psycho Sitter,Alexandria Ayers, 4.33
8174,The Perfect Wife,J.P. Delaney, 3.72
8175,Wizard of the Crow,Ngũgĩ wa Thiong'o, 4.20
8176,The 13 Clocks,James Thurber, 4.00
8177,"Will You Please Be Quiet, Please?",Raymond Carver, 4.23
8178,The Naked Face,Sidney Sheldon, 3.56
8179,The Den of Shadows Quartet,Amelia Atwater-Rhodes, 4.23
8180,Обитаемый остров,Arkady Strugatsky, 4.26
8181,The Liars' Club,Mary Karr, 3.93
8182,"By Midnight (Ravenwood Mysteries, #1)",Mia James, 3.60
8183,Helen of Troy,Margaret George, 3.94
8184,"Endless Summer (The Boys Next Door, #1-2)",Jennifer Echols, 4.01
8185,Existentialism is a Humanism,Jean-Paul Sartre, 3.98
8186,"Plantation (Lowcountry Tales, #2)",Dorothea Benton Frank, 4.19
8187,Toda Mafalda,Quino, 4.77
8188,"Henry IV, Part 2",William Shakespeare, 3.76
8189,"Second Chance Boyfriend (One Week Girlfriend, #2)",Monica  Murphy, 4.05
8190,La Regenta,Leopoldo Alas, 4.00
8191,Shine,Lauren Myracle, 3.83
8192,Peter: The Untold True Story,Christopher Daniel Mechling, 3.77
8193,My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins, 3.67
8194,Midaq Alley,Naguib Mahfouz, 3.86
8195,"Where One Goes (Where One Goes, #1)",B.N. Toler, 4.42
8196,Orion Surfacing,I. James Forrest, 4.25
8197,"Eligible: A Modern Retelling of Pride & Prejudice (The Austen Project, #4)",Curtis Sittenfeld, 3.60
8198,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",Rachel Renée Russell, 4.34
8199,Archy and Mehitabel,Don Marquis, 4.27
8200,"Deeper (Tunnels, #2)",Roderick Gordon, 3.94
8201,"Mistwood (Mistwood, #1)",Leah Cypess, 3.52
8202,"D.Gray-man, Vol. 1 (D.Gray-man, #1)",Katsura Hoshino, 4.20
8203,"The Long Way Home (The Homelanders, #2)",Andrew Klavan, 4.26
8204,Belgarath the Sorcerer,David Eddings, 4.07
8205,"Dauntless (The Lost Fleet, #1)",Jack Campbell, 3.96
8206,Life on the Mississippi,Mark Twain, 3.85
8207,"Danzig Passage (Zion Covenant, #5)",Bodie Thoene, 4.41
8208,"The Maleficent Seven (Skulduggery Pleasant, #7.5)",Derek Landy, 4.34
8209,The War of Art: Winning the Inner Creative Battle,Steven Pressfield, 3.98
8210,"Chase the Darkness (Alpha Pack, #7)",J.D. Tyler, 4.09
8211,"Hide (Detective D.D. Warren, #2)",Lisa Gardner, 4.17
8212,Blackbird: A Childhood Lost and Found,Jennifer Lauck, 3.97
8213,"The Rules of Magic (Practical Magic, #0.2)",Alice Hoffman, 3.99
8214,"King Henry VI, Part 3",William Shakespeare, 3.66
8215,Tortured for Christ,Richard Wurmbrand, 4.31
8216,Everything She Ever Wanted,Ann Rule, 4.04
8217,Hackers: Heroes of the Computer Revolution,Steven Levy, 4.15
8218,Skallagrigg,William Horwood, 4.52
8219,Frozen Fire,Tim Bowler, 3.63
8220,Julian,Gore Vidal, 4.21
8221,"The Apocalypse Suite (The Umbrella Academy, #1)",Gerard Way, 3.85
8222,"Twilight's Dawn (The Black Jewels, #9)",Anne Bishop, 4.29
8223,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr., 4.23
8224,"Elfin (The Elfin, #1)",Quinn Loftis, 4.10
8225,In Our Time,Ernest Hemingway, 3.77
8226,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan, 4.33
8227,The Son,Jo Nesbø, 4.07
8228,The Bad Girl and the Good Boy,Karla Luna, 4.15
8229,The Boy Most Likely To,Huntley Fitzpatrick, 3.78
8230,Kindle Paperwhite User's Guide,Amazon, 3.77
8231,Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge, 4.38
8232,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Philippa Gregory, 3.88
8233,"Silver Is for Secrets (Blue is for Nightmares, #3)",Laurie Faria Stolarz, 4.08
8234,The True Story of Hansel and Gretel,Louise Murphy, 4.02
8235,It Can't Happen Here,Sinclair Lewis, 3.77
8236,Deadeye Dick,Kurt Vonnegut Jr., 3.82
8237,Poison,Bridget Zinn, 3.93
8238,"Beautiful Beginning (Beautiful Bastard, #3.5)",Christina Lauren, 4.18
8239,Feed,M.T. Anderson, 3.57
8240,Northern Lights,Nora Roberts, 4.01
8241,The Queen of the South,Arturo Pérez-Reverte, 3.94
8242,"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle  Paige, 3.79
8243,Тютюн,Dimitar Dimov, 4.40
8244,Whisper Me This,Kerry Anne King, 3.95
8245,"The Iron Flower (The Black Witch Chronicles, #2)",Laurie Forest, 4.37
8246,The Lost Apothecary,Sarah Penner, 3.78
8247,Copenhagen,Michael Frayn, 3.83
8248,Cosmic Banditos,A.C. Weisbecker, 3.91
8249,I Am America,Stephen Colbert, 3.88
8250,La Bête humaine,Émile Zola, 4.07
8251,A Stranger in the Mirror,Sidney Sheldon, 3.65
8252,"The Prince (The Original Sinners, #3)",Tiffany Reisz, 4.46
8253,You Don't Have to Say You Love Me,Sarra Manning, 3.96
8254,"Until You (Westmoreland, #3)",Judith McNaught, 4.12
8255,Wildflower Hill,Kimberley Freeman, 4.09
8256,"Persuader (Jack Reacher, #7)",Lee Child, 4.11
8257,"Come Away with Me (With Me in Seattle, #1)",Kristen Proby, 3.91
8258,All Our Yesterdays,Cristin Terrill, 4.03
8259,"The Last Mile (Amos Decker, #2)",David Baldacci, 4.21
8260,Legion of the Damned,Sven Hassel, 3.95
8261,"Moominsummer Madness (The Moomins, #5)",Tove Jansson, 4.30
8262,"Warriors Boxed Set (Warriors, #1-3)",Erin Hunter, 4.68
8263,"Absolution (Heavenly, #3)",Jennifer Laurens, 4.01
8264,Fireproof,Eric Wilson, 4.46
8265,Sidney Sheldon's Mistress of the Game,Tilly Bagshawe, 3.78
8266,Saman,Ayu Utami, 3.65
8267,"Shattered Glass (Shattered Glass, #1)",Dani Alexander, 4.07
8268,"Metamorphosis (Book Boyfriend, #1)",Erin Noelle, 4.15
8269,Caligula,Albert Camus, 4.09
8270,"Warrior Rising (Goddess Summoning, #6)",P.C. Cast, 4.14
8271,Amor de Perdição,Camilo Castelo Branco, 3.55
8272,"The Treatment (The Program, #2)",Suzanne Young, 4.01
8273,"Eeny Meeny (Helen Grace, #1)",M.J. Arlidge, 3.94
8274,"Let the Wind Rise (Sky Fall, #3)",Shannon Messenger, 4.22
8275,A Unique Kind of Love: A Different Perspective [Excerpt],Jasmine  Rose, 4.50
8276,The Door,Magda Szabó, 4.08
8277,"My Commander (Bewitched and Bewildered, #1)",Alanea Alder, 4.09
8278,My Lovely Wife,Samantha  Downing, 3.87
8279,"Now I Rise (The Conqueror's Saga, #2)",Kiersten White, 4.19
8280,"Aru Shah and the Tree of Wishes (Pandava Quartet, #3)",Roshani Chokshi, 4.42
8281,The Palace of Dreams,Ismail Kadare, 3.97
8282,"Betsy-Tacy (Betsy-Tacy, #1)",Maud Hart Lovelace, 4.04
8283,"Killer Spirit (The Squad, #2)",Jennifer Lynn Barnes, 4.02
8284,"Hood (King Raven, #1)",Stephen R. Lawhead, 3.88
8285,The Atonement Child,Francine Rivers, 4.27
8286,Pilgrim,Timothy Findley, 3.79
8287,Life,Keith Richards, 3.86
8288,"Bianca come il latte, rossa come il sangue",Alessandro D'Avenia, 3.51
8289,"A Witch in Winter (Winter Trilogy, #1)",Ruth Warburton, 3.75
8290,"The Darkest Hour (KGI, #1)",Maya Banks, 4.14
8291,Escape from Warsaw,Ian Serraillier, 4.02
8292,"Moonraker (James Bond, #3)",Ian Fleming, 3.79
8293,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato, 4.15
8294,The Philosophy of Andy Warhol,Andy Warhol, 3.79
8295,Frida: A Biography of Frida Kahlo,Hayden Herrera, 3.96
8296,Streets of Laredo (Lonesome Dove #2),Larry McMurtry, 3.99
8297,"The Spook's Sacrifice (The Last Apprentice / Wardstone Chronicles, #6)",Joseph Delaney, 4.20
8298,"Saving Grace (Mad World, #2)",Christine Zolendz, 4.07
8299,Next,Michael Crichton, 3.55
8300,The Crossover,Kwame Alexander, 4.26
8301,The Family,Mario Puzo, 3.82
8302,"The Traitor (Divergent, #0.4)",Veronica Roth, 4.16
8303,At the Edge of the Universe,Shaun David Hutchinson, 4.16
8304,Animant Crumbs Staubchronik,Lin Rina, 4.36
8305,I Miss The World,Violet LeVoit, 3.43
8306,The Tommyknockers,Stephen King, 3.57
8307,To Dance with the White Dog,Terry Kay, 4.22
8308,The Longest Day,Cornelius Ryan, 4.31
8309,Illywhacker,Peter Carey, 3.78
8310,The Deep,Helen Dunmore, 4.01
8311,I Have No Mouth and I Must Scream,Harlan Ellison, 3.95
8312,"Vienna Prelude (Zion Covenant, #1)",Bodie Thoene, 4.22
8313,"Shadowfell (Shadowfell, #1)",Juliet Marillier, 3.93
8314,Vampire Blood Trilogy,Darren Shan, 4.19
8315,"Infected (Infected, #1)",Scott Sigler, 3.84
8316,The Book of Tomorrow,Cecelia Ahern, 3.67
8317,Beelzebub's Tales to His Grandson,G.I. Gurdjieff, 4.13
8318,Iceland's Bell,Halldór Laxness, 3.89
8319,All Families are Psychotic,Douglas Coupland, 3.68
8320,"The Ship Who Sang (Brainship, #1)",Anne McCaffrey, 4.02
8321,"Batman, Volume 3: Death of the Family",Scott Snyder, 4.33
8322,"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger, 4.13
8323,"Until Lilly (Until, #3)",Aurora Rose Reynolds, 4.26
8324,"Brutally Beautiful (Beautiful, #1)",Christine Zolendz, 3.95
8325,"In Search of the Castaways; or the Children of Captain Grant (Extraordinary Voyages, #5)",Jules Verne, 4.09
8326,"All-Star Superman, Vol. 1",Grant Morrison, 4.08
8327,"Evil Games (DI Kim Stone, #2)",Angela Marsons, 4.33
8328,"Fear You (Broken Love, #2)",B.B. Reid, 4.12
8329,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,Daniel Tammet, 3.81
8330,"Monster Hunter International (Monster Hunter International, #1)",Larry Correia, 4.06
8331,"Half Lost (The Half Bad Trilogy, #3)",Sally Green, 4.03
8332,"Ruined (Ruined, #1)",Amy Tintera, 3.85
8333,"Alice (The Chronicles of Alice, #1)",Christina Henry, 3.86
8334,"When Life Gives You Lululemons (The Devil Wears Prada, #3)",Lauren Weisberger, 3.73
8335,The Stranger,Harlan Coben, 3.89
8336,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks, 4.12
8337,Kissing the Witch: Old Tales in New Skins,Emma Donoghue, 3.89
8338,Old Turtle,Douglas Wood, 4.40
8339,Evening Class,Maeve Binchy, 4.00
8340,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan, 4.18
8341,Star Maker,Olaf Stapledon, 3.92
8342,"Misbehaving (Sea Breeze, #6)",Abbi Glines, 4.16
8343,The Midwife's Apprentice,Karen Cushman, 3.72
8344,"Ramona the Pest (Ramona, #2)",Beverly Cleary, 4.06
8345,"After the Funeral (Hercule Poirot, #33)",Agatha Christie, 3.90
8346,Close Range: Wyoming Stories,Annie Proulx, 3.99
8347,The Sweetest Kill,Amber Lee, 4.21
8348,"Flunked (Fairy Tale Reform School, #1)",Jen Calonita, 3.83
8349,The Short Stories,F. Scott Fitzgerald, 4.23
8350,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson, 4.26
8351,"Witch Child (Witch Child, #1)",Celia Rees, 3.80
8352,"I, Coriander",Sally Gardner, 3.82
8353,True History of the Kelly Gang,Peter Carey, 3.83
8354,Modoc: The True Story of the Greatest Elephant That Ever Lived,Ralph Helfer, 4.20
8355,"The Doll People (Doll People, #1)",Ann M. Martin, 4.05
8356,"Cyteen (Cyteen, #1-3)",C.J. Cherryh, 4.00
8357,"The Warden (Chronicles of Barsetshire, #1)",Anthony Trollope, 3.73
8358,"Hudson (Fixed, #4)",Laurelin Paige, 4.25
8359,Nooit meer slapen,Willem Frederik Hermans, 3.87
8360,Firmin: Adventures of a Metropolitan Lowlife,Sam Savage, 3.49
8361,The Wedding: One Night with the Prince: A Bonus Chapter,T.M. Mendes, 4.10
8362,The Paper Menagerie and Other Stories,Ken Liu, 4.37
8363,We Are All Welcome Here,Elizabeth Berg, 3.86
8364,The Complete Stories of Truman Capote,Truman Capote, 4.20
8365,"The Bone Doll's Twin (The Tamír Triad, #1)",Lynn Flewelling, 4.06
8366,"Auralia's Colors (The Auralia Thread, #1)",Jeffrey Overstreet, 3.66
8367,Manchild in the Promised Land,Claude  Brown, 4.19
8368,Paris Spleen,Charles Baudelaire, 4.28
8369,Altar of Eden,James Rollins, 4.02
8370,"Hunting Lila (Lila, #1)",Sarah Alderson, 3.94
8371,"Alle sieben Wellen (Gut gegen Nordwind, #2)",Daniel Glattauer, 3.79
8372,The Iron Heel,Jack London, 3.77
8373,"We, the Drowned",Carsten Jensen, 4.24
8374,"Reawakened (Once Upon a Time, #1)",Odette Beane, 3.86
8375,Saving Grace,Julie Garwood, 4.25
8376,"The Submissive (Submissive, #1)",Tara Sue Me, 3.95
8377,"Thank You, Jeeves (Jeeves, #5)",P.G. Wodehouse, 4.16
8378,The Land of Painted Caves (Earth's Children #6),Jean M. Auel, 3.38
8379,The Sacred Band,Janet E. Morris, 4.47
